battery_id,model,sample_mode,val_MAE,val_RMSE,val_R2,test_MAE,test_RMSE,test_R2,val_total_inference_time_ms,val_avg_inference_time_ms_per_sample,test_total_inference_time_ms,test_avg_inference_time_ms_per_sample
B0007,RandomForest,current_timestep_only,0.014977265313994714,0.01976791011249318,0.9958015009430555,0.043367014813770734,0.05438205120503155,0.9690257896475089,93.42380000089179,0.009032563086231439,76.98069999969448,0.0074993375547680935
B0007,MLP,current_timestep_only,0.010883940383791924,0.016219806578902343,0.9971734285354614,0.029879292473196983,0.03912568346811398,0.9839670658111572,10.053300000436138,0.0009719907184024112,11.143100000481354,0.001085543107694238
