battery_id,cycle_number,capacity_Ah,soc_rmse,soc_mae,soc_r2,soc_max_abs_error,voltage_rmse_V,voltage_mae_V,voltage_r2,voltage_max_abs_error_V
B0006,1,2.035337591005598,0.00595815263514916,0.004861224344064273,0.9995852825922712,0.012143196848019788,0.28479576889221225,0.2683673839377358,-0.5877273777685721,0.9730897400784091
B0006,2,2.025140246031412,0.0036430225261396805,0.0030882872856338277,0.9998450188275831,0.007158767992039562,0.28389638504090986,0.2638117882275775,-0.5050001813199148,1.0973280159509398
B0006,3,2.013326371345464,0.002744981468417603,0.0022297801159994256,0.9999120548633017,0.005260377658278803,0.2756672752364411,0.25836837706303656,-0.5206354686616876,1.008372568052255
B0006,4,2.0132846655407413,0.002757284589196445,0.0022454362806132084,0.9999103438351079,0.005266666763845573,0.2743853639793578,0.25827492047960143,-0.541769792285911,0.969696213824609
B0006,5,2.000528337624771,0.00510324468816461,0.005059290839257876,0.9996961737082388,0.0052882482744516235,0.2828944104774587,0.2609956871048784,-0.44871615750028604,1.168672062083254
B0006,6,2.0138990759931645,0.002703036481154862,0.0021959907950293155,0.9999146967884093,0.005254398621665879,0.26892178653182974,0.25193036293696025,-0.42245809023672676,1.0095708144954774
B0006,7,2.013101105626967,0.002730940805494145,0.0022193154032704924,0.9999129347001122,0.005210198986697945,0.275694637593867,0.25436239785319803,-0.3650319343453663,1.1676519485838122
B0006,8,1.96878982627284,0.01365099400686299,0.012839023495526665,0.9978281766256063,0.020804505075542098,0.27550368250891316,0.256596240854184,-0.47426079756705364,1.0824410036802092
B0006,9,1.9681661764334244,0.013834574434821414,0.0129974666287489,0.9977450273748216,0.021122832433669938,0.27438578644971057,0.2575058594793625,-0.5199649853826103,1.0128337810265262
B0006,10,1.9572307917560536,0.016920307617617314,0.015699031356760557,0.9966633713046966,0.026567706180291476,0.2858054074538167,0.2613801712292194,-0.4151569503894337,1.2624155277396398
B0006,11,1.9455991514129352,0.02024200915636844,0.018590204138160163,0.995229739322619,0.03238587024242984,0.27718550064763714,0.25790378147813076,-0.46827606309396996,1.1082495064473181
B0006,12,1.934750504484113,0.023296059316509087,0.02122721215150666,0.9936133117330279,0.03779955049295897,0.27480681065405904,0.2578582940716548,-0.4983522928948205,1.0225488003028134
B0006,13,1.9232799539368028,0.026556173862168953,0.024046038909608023,0.9917046531925796,0.04351897824556605,0.2729671782102586,0.2572277873166253,-0.5171903174643366,0.9734833065938204
B0006,14,1.911889930948487,0.0298631258985263,0.02691434483328007,0.989626964933172,0.049192258483655105,0.2774585034625465,0.25849972313876274,-0.456393089776747,1.1064906724592678
B0006,15,1.9010667141979305,0.03298039993145224,0.029609142998439284,0.9873537829563387,0.054599436553296875,0.2864570849852185,0.26306554591077197,-0.42036247931333026,1.260452124565555
B0006,16,1.8891989948061456,0.03637345432622103,0.03253641429537412,0.984613087183799,0.060505534085335794,0.29157851272277374,0.26630017751189233,-0.4219000932260142,1.328151473717921
B0006,17,1.878278372248849,0.03952252594973731,0.035253310951243184,0.9818463751567517,0.06594596331582805,0.27912061730529075,0.2612083069318026,-0.48573422849184555,1.0788733227328526
B0006,18,1.8675697161520208,0.04258513276554564,0.03788983064005709,0.9789295171520498,0.07126842219310431,0.28565266424523167,0.26477991885089336,-0.4619030172182579,1.2008662176217584
