battery_id,cycle_number,capacity_Ah,soc_rmse,soc_mae,soc_r2,soc_max_abs_error,voltage_rmse_V,voltage_mae_V,voltage_r2,voltage_max_abs_error_V
B0005,1,1.8564874208181572,0.04807352403593334,0.042942416181342834,0.9764620095853257,0.07681641072732041,0.27046870827523206,0.25472307653515763,-0.31391739385177453,0.8046648168676747
B0005,2,1.846327249719927,0.05126843114872112,0.04571845912919452,0.9732511636466344,0.08192375675037966,0.26416239950280423,0.24703991090230223,-0.2661220209137134,0.8299219067904615
B0005,3,1.835349194223408,0.054670778848924,0.048661146677044013,0.9696023371932981,0.0873740876479079,0.2570947740444662,0.24036976962710624,-0.27681092214577663,0.7652165412354113
B0005,4,1.8352625275821128,0.054544038793880235,0.04852623089080063,0.9695612904924893,0.0874077201677045,0.259762390930529,0.24244307928237283,-0.24564524406411814,0.8241742244760926
B0005,5,1.8346455082120416,0.054715787228346094,0.04867183567082094,0.9693668072771549,0.08769295948439386,0.26177712710310647,0.24371517546105775,-0.2232319519573096,0.869712701086991
B0005,6,1.8356616600675493,0.054569659575110126,0.048568753938000093,0.9697203583812846,0.08721412702208417,0.26150056718567644,0.24286702062104748,-0.1939904582364813,0.8961940876856374
B0005,7,1.8351461429226603,0.05469722929489608,0.04867120651124654,0.9695746342609414,0.08742523258410748,0.2624372519770464,0.24321804885454287,-0.1710422251485737,0.9291966324373915
B0005,8,1.8257567905665535,0.05712550188270058,0.05070775839891737,0.9661908672399208,0.0921183278005808,0.2517036045475726,0.23576734580121905,-0.22611778286876616,0.7519252649272414
B0005,9,1.8247738529891333,0.057240190732184136,0.05077985168776597,0.9658156019556399,0.09259453015767906,0.2557232536158162,0.23909615072422874,-0.21022733384852876,0.8132780654882823
B0005,10,1.824613268496936,0.057290138991529224,0.05082421994387284,0.9657577855535328,0.09268533073083308,0.25832745926370676,0.24079536094997045,-0.19080133627510243,0.8642772375059691
B0005,11,1.8246195526864504,0.057128883500529914,0.05066363743968241,0.965717580195079,0.09270503519562895,0.2638272162306534,0.24473314184827888,-0.1778195548617858,0.9446830845533443
B0005,12,1.814201935767392,0.0601166836360876,0.05322388410939613,0.961772399315345,0.09790065488505857,0.25189751343773725,0.23621268661632405,-0.2114373122032922,0.7675762893147935
B0005,13,1.8137521577549052,0.06005435082025628,0.0531451036920051,0.9615581387715663,0.09811980489784258,0.2568795990900956,0.23996878934010077,-0.19887662290030983,0.8446255390597113
B0005,14,1.8134404914735824,0.060136501369289046,0.05321241703572014,0.961457661594986,0.09826701415755155,0.26024461595290094,0.24241383818314735,-0.19655674672664158,0.8921361994314583
B0005,15,1.8025980036306504,0.06342463904923609,0.056052468457969434,0.9571521215061547,0.10367910216041508,0.25017183455525854,0.23521077042726696,-0.24815190777947582,0.7225017095969144
B0005,16,1.80210690024615,0.06335921248113101,0.05597710239629452,0.9568724558189358,0.10393265172641056,0.2541814218357925,0.2386115173730671,-0.24317710838091156,0.7770255907723418
B0005,17,1.802579500826209,0.0629954642639792,0.0556373152785694,0.9570235423385143,0.10369144177750891,0.25846393477038215,0.24184186097106117,-0.23077173939542162,0.8432282104182955
B0005,18,1.8030683142834096,0.0626101458100092,0.05527534734784635,0.9571820800017946,0.10343450142458743,0.2635747825471417,0.24525895746640666,-0.21890621478103567,0.9228941481402013
B0005,19,1.802777624719604,0.06269335756464216,0.05534831071436188,0.957062694359146,0.10358001053325765,0.2657207698858522,0.2465785673687186,-0.2111430870525821,0.9614503908994534
B0005,20,1.8470259949329195,0.05044168825529982,0.04490592281344782,0.9734222139815009,0.08152652264846569,0.2562079768449321,0.2403360527242283,-0.1971235903834374,0.7849917383573461
B0005,21,1.847417311283644,0.05003112654330276,0.044510118053019174,0.9734740900654091,0.08135584719455298,0.2626707825138511,0.244014795027794,-0.15726003663968502,0.9143568054611575
B0005,22,1.8361774213478947,0.053439044956465974,0.04745444436112001,0.9697583814130152,0.08694058321435498,0.2556385142739676,0.23946330267635238,-0.2025260293382365,0.7996257182557938
B0005,23,1.825780747577624,0.05639631097683994,0.04998515777143514,0.966070694852331,0.0921251241286097,0.2518583006957448,0.23697521841038005,-0.2547029684890678,0.7230523173425039
B0005,24,1.8251136435078368,0.05678911216861084,0.0503473418001953,0.9658578568170824,0.09246314822436401,0.25571424290025846,0.2395973480050248,-0.22888339054764062,0.7933669394848217
B0005,25,1.825581504220376,0.055886259087296684,0.04947428717646567,0.9658422795905194,0.09221186522786931,0.2645843493469596,0.24614710741504653,-0.23112563399800368,0.9160474012432998
B0005,26,1.814031127508391,0.059540309262489315,0.05264954403050688,0.9615904461886906,0.097985397409135,0.2533110489452861,0.23847145305343637,-0.28211276041325095,0.7321368640152932
B0005,27,1.8147691941158937,0.059112665376688835,0.05225818257153764,0.9618119595756458,0.09760774296757047,0.26236301126753386,0.2450882523842013,-0.2572115807771762,0.8700182910197731
B0005,28,1.813969388710352,0.05935726930962223,0.052473051910944056,0.9614807691104689,0.09802212333672446,0.2667779145813191,0.24785418510326024,-0.24105256484838034,0.9458243154087875
B0005,29,1.802765665167823,0.06291834290709661,0.05556765611754899,0.9571096890009251,0.10357956262797421,0.25507807035482527,0.23985035836322047,-0.28873612023377815,0.7557312965082654
B0005,30,1.804077040117352,0.06229672639617423,0.05500263527465068,0.9576111971441937,0.1029223297779685,0.26265207714565225,0.24536653110324397,-0.2627070792719559,0.875360747364601
B0005,31,1.8518025516704488,0.04672312967152624,0.04116657985500224,0.9759580579689195,0.07685124975936272,0.25504630477830703,0.24090664246423021,-0.2908680845371243,0.7882156483928373
B0005,32,1.8307038456739428,0.05286331005824681,0.04646741531040198,0.9689825900432129,0.08738461988809595,0.2525834311856029,0.23827130093850335,-0.2798710067471344,0.7858746871060363
B0005,33,1.8199041089501269,0.05611160030100294,0.04928302601881742,0.9650618649193675,0.09278637478276835,0.25214285352581506,0.23827113430669572,-0.30115238286848367,0.7622516804039621
B0005,34,1.809307963702852,0.05938664668216406,0.05211730370072264,0.9610538829470993,0.09804882923605657,0.25281058771266596,0.2391642763543896,-0.3329454020263838,0.7421591832673209
B0005,35,1.80460990458052,0.06069213531099358,0.053244025970913295,0.959150839154609,0.10041983607215925,0.25662331703281466,0.24235508643248632,-0.31668976270083515,0.8011605174475429
B0005,36,1.7993770651972192,0.06239708759298084,0.05472968756134585,0.957020335346942,0.10302445371028231,0.25288357853983157,0.2389989417369118,-0.31323564780028623,0.7586842343835194
B0005,37,1.7884432335370462,0.06580051876446456,0.0576762127341711,0.9524312333595163,0.10846204617430258,0.2521465316526233,0.2385451637129647,-0.34505531096078923,0.7191894603453357
B0005,38,1.7829230484252725,0.06732921948060326,0.05899133489600246,0.949994753367362,0.11121971727745747,0.25547429869340155,0.2416145570513643,-0.3459086241576037,0.7554025730205232
B0005,39,1.7730337158018288,0.07045589131238199,0.061706597327218116,0.9454945149125626,0.1161555699624104,0.2548647477374239,0.24120965605313574,-0.3779663052084423,0.7178422765125307
B0005,40,1.773037755078937,0.07033053683898488,0.06159701215024913,0.9454588174995512,0.11618103131412871,0.25974650513866004,0.24522487769042775,-0.3421168526932432,0.8043436321409208
B0005,41,1.7678721106662054,0.07201473583523518,0.06305540976656658,0.9430761916469144,0.11872889381896733,0.2552535932249477,0.24116392576698187,-0.33817311422959984,0.7534201334830746
B0005,42,1.762315070409309,0.07368805604619089,0.06450411420201028,0.9404030561142979,0.1214990718609641,0.2550814647916146,0.2410432565335734,-0.33384419556329736,0.7502891122794004
B0005,43,1.7676172924938447,0.0731528591576817,0.0643510101631318,0.9416639594970371,0.12106299641547467,0.25975580904363216,0.2451347652979061,-0.3342581752044753,0.7327031132459898
B0005,44,1.762668359743147,0.07359919583152194,0.06442946543730364,0.9405546549807627,0.12134143156617132,0.2584168473007791,0.24391524443774237,-0.3472766672673293,0.7719034084504481
B0005,45,1.7517304870664143,0.07688723444889992,0.06727247396376958,0.9351475872265964,0.12679087063225344,0.2605651700315853,0.24631915267840016,-0.38627643443911475,0.7567800226405548
B0005,46,1.7418496047960008,0.07987227233771557,0.06985584504701285,0.9300416377866567,0.1317364183096133,0.25988054011338624,0.24597639555151116,-0.40809094641992116,0.7244499905339277
B0005,47,1.7360913511847138,0.08160284904760993,0.07135269549819741,0.9269747001547062,0.1345840092782513,0.262263516945142,0.24816716126900998,-0.4066469470088201,0.7465864940812512
B0005,48,1.7936240148573608,0.06369756038381731,0.05582269275090284,0.9546199160578887,0.1058845631253975,0.25718563790354076,0.2422419501375408,-0.28467526717775415,0.8119737834335226
B0005,49,1.7831890223273277,0.06710987924210464,0.058792618127492445,0.9501028067029654,0.11109809413229454,0.2512374481463047,0.237457803554242,-0.2811895329007723,0.7451170434250938
