battery_id,model,sample_mode,val_MAE,val_RMSE,val_R2,test_MAE,test_RMSE,test_R2,val_total_inference_time_ms,val_avg_inference_time_ms_per_sample,test_total_inference_time_ms,test_avg_inference_time_ms_per_sample
B0005,RandomForest,current_timestep_only,0.021352735342966684,0.03179668478578259,0.9900637075400823,0.0568757419832271,0.08730859728931173,0.927127809476765,77.87020000068878,0.007528782751686047,62.98909999895841,0.006136298100239495
B0005,MLP,current_timestep_only,0.008057801984250546,0.011838315423506917,0.9986226558685303,0.01781192608177662,0.028943865616990055,0.9919913411140442,4.750000000058208,0.00045924780045037295,8.91090000004624,0.0008680857282071349
