battery_id,model,sample_mode,train_method,val_MAE,val_RMSE,val_R2,test_MAE,test_RMSE,test_R2,val_total_inference_time_ms,val_avg_inference_time_ms_per_sample,test_total_inference_time_ms,test_avg_inference_time_ms_per_sample,epochs_ran,best_val_mse
B0006,RandomForest,current_timestep_only,sklearn_default,0.02428728425038674,0.031513744896951766,0.990501912466124,0.043444475795925065,0.0771662690702665,0.9452311371629221,77.0879000046989,0.007453147056434196,61.80919999314938,0.006021354115260534,,
B0006,TorchMLP_Matched,current_timestep_only,full-batch_adam_external-val_early-stopping,0.010981426574289799,0.015943330872402864,0.9975689649581909,0.04755589738488197,0.05753732658585308,0.9695506691932678,1.0106999980052933,9.771826336703986e-05,0.8789999992586672,8.563078414599779e-05,300.0,0.0003346166049595922
