battery_id,cycle_number,capacity_Ah,soc_rmse,soc_mae,soc_r2,soc_max_abs_error,voltage_rmse_V,voltage_mae_V,voltage_r2,voltage_max_abs_error_V
B0018,1,1.8550045207910817,0.04509300655282932,0.03975742827655974,0.977085123761538,0.07523471916313576,0.22400407018349197,0.19434185302345974,0.09613430408144519,0.797605184117665
B0018,2,1.8431955317089987,0.04868461685455549,0.04288228942587874,0.9734232267140278,0.08115435047836493,0.21869119606470747,0.18576404835272492,0.15494252687133414,0.8583253232047059
B0018,3,1.8396018424355425,0.04967222027810323,0.04372576810292591,0.9722211655293374,0.08295317680610964,0.21695999737154323,0.18373760810909914,0.1640091710231515,0.8753638889493924
B0018,4,1.8306736044962053,0.05243528280952231,0.04613743001429798,0.9692028427744693,0.08744245097177084,0.21579919316330695,0.182871133156842,0.16871644929385787,0.8698133000084245
B0018,5,1.8327002069419656,0.05192232449811782,0.045708927555477126,0.9699418504322452,0.08643040118951453,0.2109390441037931,0.1765886703497207,0.22386459026716266,0.8846222609289116
B0018,6,1.8285288846046388,0.05320470288047598,0.04682522134942566,0.9684692628368718,0.08854530884483182,0.20882747038068414,0.17416676248280244,0.24984032237389864,0.898086773003727
B0018,7,1.8212011895697924,0.05552040885209196,0.04880846003162962,0.9656773231413275,0.09221965488755944,0.20304093136154594,0.17160180438184425,0.23308263286263964,0.7733110313132348
B0018,8,1.815170010643328,0.05733012863557286,0.0503725944852731,0.9634375941981665,0.09524731118044456,0.20651286867029528,0.17411331807857486,0.2339949647437921,0.8323252865942181
B0018,9,1.8042980520967649,0.06059045310133256,0.05324213920076069,0.9593679388582155,0.1006948468354412,0.20740423602510727,0.17411669531812984,0.233034678835788,0.8545440576272081
B0018,10,1.8231002302844224,0.05491969656779987,0.04833382028833163,0.9664578964598457,0.0913447945301352,0.20981374900433444,0.1755594297671491,0.23432619328763127,0.8923325016256127
B0018,11,1.8121253520255491,0.05827195358291501,0.05123938720764224,0.962444745119652,0.09678518958580618,0.2064049318454279,0.17236589195229976,0.2572186321821237,0.8810147351124953
