battery_id,model,sample_mode,val_MAE,val_RMSE,val_R2,test_MAE,test_RMSE,test_R2,val_total_inference_time_ms,val_avg_inference_time_ms_per_sample,test_total_inference_time_ms,test_avg_inference_time_ms_per_sample
B0006,RandomForest,current_timestep_only,0.02428728425038674,0.031513744896951766,0.990501912466124,0.043444475795925065,0.0771662690702665,0.9452311371629221,78.06250000066939,0.007547375036321124,62.40119999893068,0.00607902581577503
B0006,MLP,current_timestep_only,0.010410299524664879,0.014822939744062034,0.9978986382484436,0.042203500866889954,0.05856142742005281,0.9684571027755737,14.368699999977252,0.001389219762155782,14.070499999434105,0.0013707257671148666
